2021-09-05 20:37:44,536 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-09-05 20:37:44,743 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-09-05 20:37:44,743 INFO  Logger.cs: 73 - Commit version 1.6.0-1-g15f4949
2021-09-05 20:37:44,743 INFO  Logger.cs: 74 - Build version 1.6.7594.29634
2021-09-05 20:37:44,759 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2021-09-05 20:37:44,759 INFO  SwAddin.cs: 197 - Setting up callbacks
2021-09-05 20:37:44,759 INFO  SwAddin.cs: 201 - Setting up command manager
2021-09-05 20:37:44,759 INFO  SwAddin.cs: 204 - Adding command manager
2021-09-05 20:37:44,775 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2021-09-05 20:37:44,775 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2021-09-05 20:37:44,775 INFO  SwAddin.cs: 210 - Adding event handlers
2021-09-05 20:37:45,126 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2021-09-05 20:39:53,009 INFO  SwAddin.cs: 351 - Part export called
2021-09-05 20:39:53,494 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Basin.SLDPRT
2021-09-05 20:39:53,541 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Basin.SLDPRT
2021-09-05 20:39:53,541 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Basin.SLDPRT
2021-09-05 20:39:53,541 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Basin.SLDPRT
2021-09-05 20:39:53,541 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Basin.SLDPRT
2021-09-05 20:39:53,541 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Basin.SLDPRT
2021-09-05 20:39:53,541 INFO  SwAddin.cs: 367 - Showing part
2021-09-05 20:40:13,999 INFO  SwAddin.cs: 351 - Part export called
2021-09-05 20:40:14,008 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Basin.SLDPRT
2021-09-05 20:40:14,008 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Basin.SLDPRT
2021-09-05 20:40:14,008 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Basin.SLDPRT
2021-09-05 20:40:14,008 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Basin.SLDPRT
2021-09-05 20:40:14,008 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Basin.SLDPRT
2021-09-05 20:40:14,008 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Basin.SLDPRT
2021-09-05 20:40:14,008 INFO  SwAddin.cs: 367 - Showing part
2021-09-05 20:41:55,958 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2021-09-05 20:41:55,974 INFO  SwAddin.cs: 299 - Save is required
2021-09-05 20:41:55,974 INFO  SwAddin.cs: 313 - Saving assembly
2021-09-05 20:41:55,990 INFO  SwAddin.cs: 316 - Opening property manager
2021-09-05 20:41:56,006 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Basin-1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Basin-1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Basin-1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1136 - Found 23 in Assem1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Basin-1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Basin-1
2021-09-05 20:41:56,037 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Basin-1
2021-09-05 20:41:57,817 INFO  SwAddin.cs: 339 - Loading config tree
2021-09-05 20:41:57,817 INFO  ExportPropertyManagerExtension.cs: 520 - Starting new configuration
2021-09-05 20:41:57,817 INFO  SwAddin.cs: 344 - Showing property manager
2021-09-05 20:42:09,720 INFO  ExportPropertyManager.cs: 1036 - OnListboxSelectionChanged called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-09-05 20:42:16,688 INFO  ExportPropertyManager.cs: 422 - Configuration saved
2021-09-05 20:42:19,358 INFO  ExportPropertyManager.cs: 1142 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2021-09-05 20:42:54,744 INFO  SwAddin.cs: 294 - Assembly export called for file Assem1
2021-09-05 20:42:54,744 INFO  SwAddin.cs: 299 - Save is required
2021-09-05 20:42:54,744 INFO  SwAddin.cs: 313 - Saving assembly
2021-09-05 20:42:54,744 INFO  SwAddin.cs: 316 - Opening property manager
2021-09-05 20:42:54,744 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Assem1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Assem1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Assem1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from Basin-1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Basin-1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in Basin-1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Assem1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1136 - Found 24 in Assem1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [RefAxis] in Assem1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1160 - 1 components to check
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [RefAxis] from Basin-1
2021-09-05 20:42:54,759 INFO  ExportHelperExtension.cs: 1136 - Found 47 in Basin-1
